tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,clean_text
"if #Apple weren't so cocky, perhaps a separate ipad2 store at #SXSW would have been a good idea. guess they don't need the extra marketing;)",Apple,Negative emotion,"if #apple weren't so cocky, perhaps a separate ipad2 store at #sxsw would have been a good idea. guess they don't need the extra marketing;)"
RT @mention I had to pull out my iPhone and look busy to fit in at the sxsw badge line today. 400 people shuffling along staring at their phones. #sxsw,iPhone,Positive emotion,i had to pull out my iphone and look busy to fit in at the sxsw badge line today. 400 people shuffling along staring at their phones. #sxsw
Your Mom has an iPad - designing for Boomers #yourmom #sxsw (@mention Austin Convention Center w/ 779 others) {link},,No emotion toward brand or product,your mom has an ipad - designing for boomers #yourmom #sxsw ( austin convention center w/ 779 others)
@mention :New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},,No emotion toward brand or product,:new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by #mashable
RT @mention About to see how indie game development for the iPhone is going /cc @mention #sxsw,,No emotion toward brand or product,about to see how indie game development for the iphone is going /cc #sxsw
RT @mention Apple is opening up a pop-up store in downtown Austin for the iPad 2 launch at #SXSW {link},,No emotion toward brand or product,apple is opening up a pop-up store in downtown austin for the ipad 2 launch at #sxsw
Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link},Android,Positive emotion,win a #sony xperia play #android phone at #sxsw (tuesday 3/15) details here:
Google web fonts...pretty... #sxsw #tradeshow {link},Other Google product or service,Positive emotion,google web fonts...pretty... #sxsw #tradeshow
"who's sitting in the lobby of her hotel after 2am for free wifi so she can set up her new iPad?  yeah, that's me.  #sxsw",iPad,Positive emotion,"who's sitting in the lobby of her hotel after 2am for free wifi so she can set up her new ipad? yeah, that's me. #sxsw"
In a really long line to get into the ACLU/Google party. Not sure I can wait this out. #sxsw,Google,Positive emotion,in a really long line to get into the aclu/google party. not sure i can wait this out. #sxsw
DL the #Calyp app today! Avail in the iTunes App Store &amp; Android Market. Special perks for #Endorsers at #SXSW #Calyp Casa,,No emotion toward brand or product,dl the #calyp app today! avail in the itunes app store &amp; android market. special perks for #endorsers at #sxsw #calyp casa
Sweet! The convore iPhone app is ready for #sxsw : {link},iPad or iPhone App,Positive emotion,sweet! the convore iphone app is ready for #sxsw :
google presentation by Mayer is a sales pitch #fail #sxsw,Google,Negative emotion,google presentation by mayer is a sales pitch #fail #sxsw
Landed in Austin. Spotted the Google Places Ads for #SxSW at the airport: &quot;The Ultimate Austin Pocket Guide&quot;. More like #Yelp than #iTourU,,No emotion toward brand or product,landed in austin. spotted the google places ads for #sxsw at the airport: &quot;the ultimate austin pocket guide&quot;. more like #yelp than #itouru
Awesome iPhone cases for @mention here at #sxsw!,iPhone,Positive emotion,awesome iphone cases for here at #sxsw!
@mention interviewed by @mention about #SXSW so far... Cat: totally agree with ur comms re #Apple brand - LOVE - no other word for it!,Apple,Positive emotion,interviewed by about #sxsw so far... cat: totally agree with ur comms re #apple brand - love - no other word for it!
Apple popup store line still circles the block. #sxsw,,No emotion toward brand or product,apple popup store line still circles the block. #sxsw
Missed #TouchingStories at #SXSW? Catch it at Web 2.0 - Touching Stories: Designing Digital Magazines for the iPad {link},,No emotion toward brand or product,missed #touchingstories at #sxsw? catch it at web 2.0 - touching stories: designing digital magazines for the ipad
"RT @mention tip: if your #SXSW hashtag search is being throttled by @mention dumb 420 errors, use google eg {link} for #fsw",,No emotion toward brand or product,"tip: if your #sxsw hashtag search is being throttled by dumb 420 errors, use google eg for #fsw"
@mention &amp; @mention are wearing what I have been up to all day at #SXSW for @mention #iPhone #iosdevices {link},,No emotion toward brand or product,&amp; are wearing what i have been up to all day at #sxsw for #iphone #iosdevices
RT @mention RT @mention We're co-hosting a cmty mngr meetup w/ @mention @mention @CMmeetup at Etsy Austin space on 6th. 6-8p. Google schwag. Come! #sxsw,,No emotion toward brand or product,rt we're co-hosting a cmty mngr meetup w/ at etsy austin space on 6th. 6-8p. google schwag. come! #sxsw
���@mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link} -fin'ly!,,No emotion toward brand or product,��� new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by #mashable -fin'ly!
#sxsw ipad store sold out of everything except 64gig wifi only white,,No emotion toward brand or product,#sxsw ipad store sold out of everything except 64gig wifi only white
My iPhone is wilting under the stress of being at #sxsw.,iPhone,Negative emotion,my iphone is wilting under the stress of being at #sxsw.
"the internet blurs, {link} the iPad fades, {link} ��� @mention at #SXSW",iPad,Negative emotion,"the internet blurs, the ipad fades, ��� at #sxsw"
Brilliant...i hope they have plenty of iPads...RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw,iPad,Positive emotion,brilliant...i hope they have plenty of ipads...rt apple to open pop-up shop at sxsw [report] - #sxsw
This iPhone #SXSW app would b pretty awesome if it didn't crash every 10mins during extended browsing. #Fuckit #Illmakeitwork,iPad or iPhone App,Negative emotion,this iphone #sxsw app would b pretty awesome if it didn't crash every 10mins during extended browsing. #fuckit #illmakeitwork
Apple Opening Pop-Up Store in Austin for SXSW Geekfest [Apple] {link} #Apple #BrianLam #iPad2 #SXSW,,No emotion toward brand or product,apple opening pop-up store in austin for sxsw geekfest [apple] #apple #brianlam #ipad2 #sxsw
#sxsw #sxprotect  {link} is the Google Doc to get all the relevant links from this panel,Other Google product or service,Positive emotion,#sxsw #sxprotect is the google doc to get all the relevant links from this panel
Who's at #sxsw that can a 64gb iPad 2 with 3G? I'll Paypal right now! ;),iPad,Positive emotion,who's at #sxsw that can a 64gb ipad 2 with 3g? i'll paypal right now! ;)
Just met Jared at the Android meetup #sxsw. Big Android fan!  {link},Android,Positive emotion,just met jared at the android meetup #sxsw. big android fan!
"RT @mention #blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",iPhone,Positive emotion,"#blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby."
RT @mention Best pickup-line at #SXSW: Do you have an iPhone charger?,,No emotion toward brand or product,best pickup-line at #sxsw: do you have an iphone charger?
"@mention NFC chips will be one of the big technology enablers of 2011. Nexus S already has it, and iPhone 5 probably will too. #sxsw",,No emotion toward brand or product,"nfc chips will be one of the big technology enablers of 2011. nexus s already has it, and iphone 5 probably will too. #sxsw"
"RT @mention If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake...",,No emotion toward brand or product,"if you were able to afford to attend #sxsw or buy an ipad today, consider saving a few $$$ for japan earthquake..."
Heading out to the Google/ACLU/EFF party. Yep. Me and Google. Throwing them back. Reliving old times. Should be fun. ##sxsw,Google,Positive emotion,heading out to the google/aclu/eff party. yep. me and google. throwing them back. reliving old times. should be fun. ##sxsw
"Watching a guy simultaneously use a laptop and an iPad. The Force is strong with this one, mmm. #sxsw",iPad,Positive emotion,"watching a guy simultaneously use a laptop and an ipad. the force is strong with this one, mmm. #sxsw"
#Google doesn't view itself as the final end but rather a tool pointing users to sources to make their decisions. #marissagoogle #sxsw,,No emotion toward brand or product,#google doesn't view itself as the final end but rather a tool pointing users to sources to make their decisions. #marissagoogle #sxsw
Foodspotting #iPhone App a success at #SxSW.  Finding food you crave for. {link},iPad or iPhone App,Positive emotion,foodspotting #iphone app a success at #sxsw. finding food you crave for.
RT @mention Google Tests ���Check-in Offers�۝ At SXSW {link} via #google #sxsw #check-in,,No emotion toward brand or product,google tests ���check-in offers�۝ at sxsw via #google #sxsw #check-in
RT @mention Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,Apple,Negative emotion,apple...&quot;the classiest fascist company in america&quot; kara swisher #sxsw
HahaRT @mention Woke up on a pile of iPad 2's &amp; empty 4 Loko cans. Think I might have Yobongoed someone last night #SXSW #Stratlandia,,No emotion toward brand or product,hahart woke up on a pile of ipad 2's &amp; empty 4 loko cans. think i might have yobongoed someone last night #sxsw #stratlandia
Rumours cleared &gt;&gt; RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us {link},,No emotion toward brand or product,rumours cleared &gt;&gt; rt we're not launching any products at #sxsw but we're doing plenty else. join us
"@mention just arrived at the #GSDM &amp; #Google #SXSW Industry Party Austin, TX.",,No emotion toward brand or product,"just arrived at the #gsdm &amp; #google #sxsw industry party austin, tx."
Google launching social network &quot;google circles&quot; @mention  #sxsw ?????,,No emotion toward brand or product,google launching social network &quot;google circles&quot; #sxsw ?????
apple opening temporary pop-up store in Austin for #SXSW and iPad 2 launch {link},,No emotion toward brand or product,apple opening temporary pop-up store in austin for #sxsw and ipad 2 launch
